Genero_Usuario,Edad_Usuario,Ciclo_Estacion_Retiro,Ciclo_Estacion_Arribo,Usage_Timestamp,Duration(Min)
M,39,203,158,2019-08-21 19:44:55.000,35.3
M,25,87,92,2019-08-21 14:43:47.000,11.2
M,30,83,54,2019-08-21 10:30:56.000,7.3
M,49,68,351,2019-08-22 19:42:36.000,17.5
M,27,153,153,2019-08-22 08:16:41.000,57.4
M,75,291,325,2019-08-22 21:31:58.000,7.9
M,20,190,300,2019-08-23 17:15:31.000,28.8
M,24,30,26,2019-08-23 18:09:46.000,8.3
M,32,131,66,2019-08-23 08:46:01.000,16.3
F,29,46,57,2019-08-24 18:10:31.000,4.6
M,22,194,195,2019-08-25 15:14:08.000,3.2
F,26,14,305,2019-08-26 17:48:35.000,16.1
F,26,394,423,2019-08-26 21:26:36.000,3.6
M,29,74,31,2019-08-26 08:33:29.000,16.4
F,40,365,420,2019-08-27 07:53:25.000,8.1
M,25,108,139,2019-08-27 15:46:22.000,12.6
M,35,182,47,2019-08-27 18:55:34.000,10.3
M,25,472,260,2019-08-27 09:19:05.000,19.6
F,25,415,186,2019-08-28 19:01:24.000,32.5
M,51,223,32,2019-08-28 11:47:44.000,12.3
M,27,240,208,2019-08-28 13:34:47.000,15.1
F,40,134,44,2019-08-29 16:43:42.000,26.5
M,50,137,123,2019-08-29 08:05:38.000,4.8
M,46,432,322,2019-08-29 07:00:32.000,19.4
M,29,331,351,2019-08-30 15:47:06.000,3.7
M,33,72,73,2019-08-30 11:10:05.000,3.3
M,39,127,124,2019-08-30 07:26:28.000,5.3
F,26,206,223,2019-08-31 17:48:48.000,12.1
M,30,71,53,2019-09-01 19:12:26.000,5.7
M,33,398,374,2019-09-01 13:48:00.000,4.6
M,28,66,136,2019-09-01 07:45:23.000,8.0
F,33,135,37,2019-09-02 17:56:03.000,11.7
M,48,262,99,2019-09-03 14:07:12.000,10.9
F,25,254,99,2019-09-03 16:58:40.000,16.6
M,29,271,94,2019-09-04 17:27:21.000,23.5
F,29,414,310,2019-09-04 12:41:30.000,34.8
M,31,390,370,2019-09-04 21:09:52.000,19.4
M,58,342,343,2019-09-05 12:19:52.000,26.7
F,31,428,428,2019-09-05 18:59:59.000,11.7
M,41,33,160,2019-09-05 18:08:28.000,15.3
M,26,63,76,2019-09-06 19:29:31.000,13.6
M,57,116,125,2019-09-07 14:17:24.000,28.4
M,37,86,14,2019-09-07 09:08:19.000,12.6
M,24,209,267,2019-09-07 17:51:27.000,30.7
M,35,121,121,2019-09-08 15:38:17.000,39.8
M,32,51,191,2019-09-08 17:09:24.000,16.9
M,59,431,431,2019-09-08 12:15:05.000,35.3
M,41,83,165,2019-09-09 21:20:15.000,7.2
M,39,405,359,2019-09-09 15:47:57.000,7.3
M,29,274,254,2019-09-09 18:17:27.000,9.3
M,51,126,31,2019-09-10 15:38:43.000,8.9
M,23,118,138,2019-09-10 08:55:18.000,8.1
F,32,168,234,2019-09-10 11:06:33.000,18.6
M,36,146,140,2019-09-11 10:17:09.000,8.0
F,33,35,134,2019-09-12 16:31:31.000,11.4
M,36,308,329,2019-09-12 06:49:39.000,6.2
M,34,168,74,2019-09-12 14:23:42.000,10.2
M,53,212,475,2019-09-13 20:13:49.000,5.5
M,27,166,120,2019-09-13 09:07:27.000,18.6
M,28,8,116,2019-09-13 13:56:23.000,25.2
M,44,255,255,2019-09-14 06:19:41.000,11.5
M,32,41,195,2019-09-15 14:47:56.000,87.5
M,38,15,26,2019-09-17 16:57:47.000,12.3
M,21,139,327,2019-09-17 18:29:22.000,19.4
M,31,25,1,2019-09-17 12:29:45.000,4.9
M,35,16,119,2019-09-18 14:18:21.000,8.8
M,23,259,11,2019-09-18 09:02:52.000,6.5
M,64,25,111,2019-09-18 10:48:29.000,7.6
F,30,286,347,2019-09-19 23:08:09.000,13.3
F,31,365,369,2019-09-19 07:44:59.000,8.5
M,25,149,159,2019-09-20 16:14:14.000,3.0
M,25,6,470,2019-09-20 08:36:50.000,7.5
F,30,80,80,2019-09-20 13:33:52.000,216.3
M,55,36,60,2019-09-21 10:02:47.000,8.2
F,30,161,166,2019-09-22 22:20:59.000,7.4
F,22,204,460,2019-09-23 18:47:53.000,22.1
F,33,229,275,2019-09-23 19:23:48.000,40.0
M,42,166,24,2019-09-23 08:19:20.000,16.6
F,38,149,74,2019-09-24 16:59:54.000,11.9
M,32,332,332,2019-09-24 17:49:29.000,12.7
F,34,13,165,2019-09-24 12:24:41.000,18.3
M,32,338,246,2019-09-25 07:55:52.000,28.7
M,31,131,133,2019-09-25 22:39:35.000,4.4
F,25,62,5,2019-09-26 11:05:12.000,21.1
M,30,232,337,2019-09-26 18:03:54.000,26.7
M,28,161,18,2019-09-26 09:50:59.000,16.5
M,42,301,278,2019-09-27 14:11:17.000,7.7
F,32,34,98,2019-09-27 18:52:34.000,23.0
M,38,82,448,2019-09-27 17:15:07.000,4.0
M,34,293,72,2019-09-28 10:34:59.000,8.4
M,54,298,344,2019-09-28 14:23:11.000,25.1
M,34,19,271,2019-09-30 19:33:49.000,10.1
F,28,213,210,2019-09-30 18:23:24.000,7.4
M,29,256,111,2019-09-30 08:10:19.000,3.9
M,43,222,296,2019-10-01 16:56:01.000,31.6
M,26,104,92,2019-10-01 20:56:05.000,9.1
M,27,163,355,2019-10-01 08:24:58.000,15.6
F,42,119,120,2019-10-02 15:40:30.000,2.8
F,41,14,29,2019-10-03 14:03:44.000,13.2
F,56,243,216,2019-10-04 15:53:34.000,9.8
M,54,174,41,2019-10-04 18:56:17.000,8.4
M,34,3,65,2019-10-04 09:25:23.000,11.1
M,41,22,272,2019-10-04 21:27:08.000,30.4
M,42,24,11,2019-10-05 09:55:59.000,5.2
M,28,231,194,2019-10-05 17:15:28.000,10.3
M,45,61,171,2019-10-06 20:47:52.000,12.3
M,32,257,459,2019-10-06 09:00:21.000,20.1
F,26,51,141,2019-10-06 18:51:48.000,9.8
M,66,196,455,2019-10-07 13:06:08.000,15.2
F,54,360,175,2019-10-07 20:47:27.000,11.4
M,47,397,440,2019-10-07 10:25:23.000,10.5
M,45,15,5,2019-10-08 11:46:07.000,3.7
M,41,439,142,2019-10-09 19:02:18.000,31.3
M,33,28,179,2019-10-09 11:49:12.000,15.4
F,35,319,282,2019-10-09 09:41:44.000,6.1
M,31,130,243,2019-10-10 09:41:34.000,35.8
M,22,1,34,2019-10-10 16:07:10.000,8.3
M,35,40,272,2019-10-10 19:05:34.000,11.8
M,40,124,128,2019-10-11 10:53:12.000,4.5
M,41,109,293,2019-10-12 10:50:49.000,20.2
M,46,73,80,2019-10-12 19:09:42.000,2.6
M,41,466,480,2019-10-12 08:31:48.000,7.3
M,67,447,53,2019-10-13 19:50:26.000,2.8
M,36,464,190,2019-10-14 17:57:58.000,39.0
M,43,235,112,2019-10-14 11:09:51.000,30.4
F,53,457,190,2019-10-14 19:44:35.000,34.0
F,51,276,302,2019-10-15 15:58:12.000,13.1
F,35,106,119,2019-10-15 19:45:51.000,14.1
M,33,173,217,2019-10-15 13:51:51.000,19.7
F,24,8,270,2019-10-16 18:23:00.000,7.9
M,31,206,66,2019-10-16 18:56:28.000,27.5
F,37,123,151,2019-10-16 12:59:20.000,12.6
M,34,187,161,2019-10-17 17:51:53.000,14.6
M,43,24,183,2019-10-17 08:43:30.000,13.6
M,35,292,292,2019-10-18 14:47:14.000,3.5
F,30,463,465,2019-10-18 18:39:16.000,6.2
F,31,230,238,2019-10-18 11:46:48.000,5.2
F,49,36,66,2019-10-19 19:20:32.000,7.5
M,25,427,390,2019-10-20 14:11:21.000,12.4
M,56,53,35,2019-10-21 20:45:31.000,17.1
M,32,111,248,2019-10-21 09:33:00.000,9.8
M,34,377,393,2019-10-21 15:15:03.000,6.3
M,36,1,107,2019-10-22 19:51:52.000,22.2
M,23,103,82,2019-10-22 12:06:55.000,17.8
M,47,188,205,2019-10-22 14:24:28.000,14.1
M,32,130,178,2019-10-23 13:49:52.000,15.3
M,40,174,111,2019-10-23 05:56:28.000,3.5
M,29,116,448,2019-10-23 22:14:25.000,7.4
F,57,447,188,2019-10-24 13:00:18.000,26.0
M,38,352,354,2019-10-24 10:30:28.000,4.1
M,56,245,208,2019-10-24 08:44:19.000,14.5
M,40,28,294,2019-10-25 15:23:15.000,20.9
M,21,109,148,2019-10-25 19:27:25.000,20.7
M,23,358,298,2019-10-26 19:53:09.000,10.6
F,34,405,432,2019-10-27 09:54:47.000,11.1
M,42,399,394,2019-10-28 12:03:26.000,5.3
M,31,121,24,2019-10-28 07:44:45.000,5.2
F,26,25,74,2019-10-28 18:49:26.000,16.5
F,18,35,180,2019-10-29 13:44:55.000,17.0
M,49,312,167,2019-10-29 08:38:57.000,9.2
M,24,211,225,2019-10-29 10:05:24.000,2.9
F,33,45,129,2019-10-30 09:57:53.000,11.2
M,37,108,139,2019-10-30 08:26:16.000,33.0
M,31,104,90,2019-10-31 12:15:17.000,6.3
M,36,63,38,2019-10-31 08:59:00.000,3.6
M,41,15,112,2019-10-31 16:42:12.000,10.6
M,53,314,290,2019-11-01 13:20:22.000,4.5
F,38,232,271,2019-11-01 19:49:27.000,48.2
M,48,53,79,2019-11-01 15:27:40.000,7.0
M,30,196,208,2019-11-02 13:29:03.000,7.4
F,29,161,152,2019-11-02 19:52:42.000,5.3
M,44,51,267,2019-11-02 18:38:37.000,21.6
F,59,11,2,2019-11-03 13:39:32.000,6.5
F,30,63,182,2019-11-03 19:26:14.000,9.8
F,62,154,54,2019-11-03 15:34:41.000,21.3
M,56,99,107,2019-11-04 16:07:32.000,3.4
M,30,37,430,2019-11-04 20:09:04.000,32.2
F,31,218,233,2019-11-04 13:34:06.000,7.4
F,26,317,440,2019-11-05 13:08:50.000,23.5
M,29,209,242,2019-11-06 17:20:25.000,6.2
M,37,71,289,2019-11-06 20:07:00.000,11.8
F,29,266,17,2019-11-06 09:13:40.000,16.9
M,62,21,121,2019-11-06 09:18:00.000,8.2
M,57,18,267,2019-11-07 17:28:08.000,14.0
M,28,135,41,2019-11-07 10:01:03.000,13.2
F,29,114,195,2019-11-08 12:58:32.000,44.2
M,26,192,456,2019-11-09 10:27:43.000,13.1
M,26,397,397,2019-11-09 23:42:46.000,24.0
M,33,194,266,2019-11-09 19:53:35.000,24.0
M,27,224,263,2019-11-10 15:53:27.000,16.3
M,28,62,169,2019-11-10 17:56:20.000,17.2
M,30,254,38,2019-11-10 12:51:32.000,15.1
M,48,329,304,2019-11-11 15:50:14.000,9.0
F,36,16,253,2019-11-11 22:11:23.000,7.4
M,55,37,47,2019-11-11 14:11:42.000,6.1
M,32,232,90,2019-11-12 13:46:19.000,30.8
M,18,381,412,2019-11-12 19:43:05.000,8.1
M,27,199,22,2019-11-12 18:07:52.000,14.9
M,35,461,208,2019-11-13 16:39:09.000,44.2
M,32,180,304,2019-11-13 06:59:43.000,9.4
M,35,7,8,2019-11-13 10:24:54.000,9.3
M,19,74,133,2019-11-14 06:50:16.000,10.9
M,30,290,308,2019-11-14 23:37:11.000,4.3
F,32,208,461,2019-11-14 18:01:17.000,31.1
M,34,31,14,2019-11-15 20:34:19.000,7.4
M,30,44,246,2019-11-15 08:54:19.000,12.1
M,44,180,38,2019-11-15 11:04:20.000,8.9
M,34,142,188,2019-11-16 21:41:30.000,16.9
M,61,98,52,2019-11-17 16:07:41.000,13.7
M,31,68,69,2019-11-18 18:03:34.000,13.9
M,38,169,157,2019-11-19 07:09:21.000,9.6
M,37,225,28,2019-11-19 18:14:16.000,7.7
M,41,173,170,2019-11-20 06:02:08.000,9.1
M,39,34,23,2019-11-20 22:09:42.000,7.4
F,25,3,250,2019-11-20 07:30:08.000,15.4
F,36,182,146,2019-11-20 12:23:28.000,36.4
M,53,130,148,2019-11-21 07:23:00.000,6.4
M,53,143,23,2019-11-21 16:01:44.000,24.1
F,27,185,189,2019-11-21 20:10:18.000,15.1
M,48,271,185,2019-11-22 07:08:21.000,22.2
M,51,18,183,2019-11-22 23:08:50.000,8.0
F,33,19,20,2019-11-23 08:24:46.000,2.7
M,21,6,238,2019-11-24 16:56:45.000,18.7
M,19,180,68,2019-11-24 13:19:45.000,11.6
M,29,22,270,2019-11-25 19:58:16.000,12.1
M,42,185,80,2019-11-25 08:21:02.000,8.8
F,43,236,233,2019-11-26 17:43:56.000,2.9
M,47,301,341,2019-11-26 23:19:11.000,9.5
M,30,14,25,2019-11-26 06:06:32.000,4.4
F,28,54,150,2019-11-26 11:23:12.000,7.2
F,29,60,213,2019-11-27 09:21:32.000,40.0
M,37,14,158,2019-11-27 19:45:50.000,17.6
F,27,460,210,2019-11-27 15:32:45.000,7.8
M,49,99,10,2019-11-28 08:50:57.000,7.1
M,41,27,267,2019-11-28 19:57:26.000,25.1
M,19,139,155,2019-11-28 15:23:06.000,5.8
M,58,335,335,2019-11-29 16:15:12.000,45.8
M,36,208,203,2019-11-29 09:16:23.000,4.4
M,31,304,169,2019-11-30 17:05:55.000,21.2
M,31,439,415,2019-11-30 13:07:03.000,7.2
M,39,383,298,2019-12-01 12:28:18.000,17.1
M,26,178,181,2019-12-02 14:57:18.000,7.2
M,53,313,354,2019-12-02 09:05:45.000,4.8
M,23,319,299,2019-12-02 09:51:47.000,3.5
M,35,36,142,2019-12-03 16:25:41.000,13.1
M,29,116,113,2019-12-03 20:01:26.000,21.2
F,30,270,127,2019-12-03 14:25:36.000,8.9
M,36,93,105,2019-12-04 10:50:00.000,8.0
M,44,52,52,2019-12-04 09:30:10.000,12.8
F,32,435,282,2019-12-04 19:34:31.000,50.2
M,23,352,346,2019-12-05 06:56:01.000,6.0
F,36,234,19,2019-12-06 09:01:28.000,19.6
F,32,87,125,2019-12-06 12:38:15.000,10.9
M,37,24,109,2019-12-06 21:40:11.000,17.9
M,33,359,426,2019-12-06 18:10:56.000,11.3
M,39,64,58,2019-12-07 12:29:46.000,3.9
F,29,42,149,2019-12-07 20:40:53.000,13.8
M,29,217,248,2019-12-08 19:00:48.000,2.9
M,65,211,46,2019-12-08 16:08:34.000,27.3
F,24,394,336,2019-12-08 19:34:24.000,7.2
F,36,134,135,2019-12-09 16:52:30.000,10.8
M,31,12,17,2019-12-09 09:03:49.000,5.7
M,31,216,205,2019-12-09 19:47:38.000,6.4
M,29,125,158,2019-12-10 11:59:15.000,32.6
F,25,65,136,2019-12-11 18:29:13.000,24.6
M,35,249,458,2019-12-11 19:45:26.000,20.1
M,31,179,38,2019-12-11 13:46:55.000,9.7
F,46,112,107,2019-12-12 15:42:29.000,25.9
M,30,320,128,2019-12-12 08:53:51.000,14.1
M,33,112,125,2019-12-12 12:23:44.000,8.8
M,24,41,256,2019-12-13 23:36:27.000,6.6
F,32,59,186,2019-12-13 08:37:58.000,12.9
M,36,1,12,2019-12-14 15:05:07.000,4.6
M,50,48,107,2019-12-15 16:35:00.000,6.2
M,36,9,271,2019-12-16 18:12:04.000,20.0
M,22,380,393,2019-12-16 18:58:51.000,1.8
M,30,297,322,2019-12-16 14:14:57.000,13.4
M,28,201,131,2019-12-17 18:26:42.000,19.6
M,53,153,478,2019-12-17 19:40:56.000,24.6
M,38,50,116,2019-12-17 14:21:24.000,14.6
F,36,94,94,2019-12-18 14:21:40.000,6.7
M,30,272,117,2019-12-18 09:15:04.000,12.3
M,34,15,54,2019-12-19 22:51:11.000,6.3
M,31,271,189,2019-12-19 09:32:29.000,27.1
M,20,356,369,2019-12-19 15:08:02.000,6.5
F,33,39,291,2019-12-20 19:55:10.000,20.1
F,30,24,271,2019-12-20 16:55:43.000,35.2
M,31,9,5,2019-12-21 20:56:49.000,12.5
M,40,350,182,2019-12-22 18:53:19.000,17.7
M,33,137,103,2019-12-23 17:50:48.000,16.9
M,32,214,251,2019-12-23 18:47:42.000,16.1
M,51,1,86,2019-12-24 13:30:22.000,5.3
F,28,374,340,2019-12-26 22:53:09.000,11.8
M,62,67,51,2019-12-26 13:04:31.000,9.9
M,50,106,106,2019-12-27 07:53:43.000,10.3
F,24,174,111,2019-12-28 11:03:16.000,3.3
M,41,64,297,2019-12-29 19:14:53.000,12.9
M,37,390,442,2019-12-30 09:00:48.000,14.3
M,42,258,54,2019-12-31 20:43:57.000,6.3
M,54,87,43,2020-01-02 16:43:44.000,6.4
F,32,72,6,2020-01-02 12:38:57.000,29.4
F,26,329,59,2020-01-03 13:56:07.000,16.7
M,29,135,34,2020-01-05 22:23:58.000,8.3
M,48,359,321,2020-01-07 20:22:03.000,7.8
M,32,134,174,2020-01-08 20:34:58.000,32.0
M,25,66,83,2020-01-09 13:20:54.000,4.3
M,32,30,103,2020-01-10 18:34:36.000,16.4
M,48,167,308,2020-01-13 19:55:52.000,9.5
F,27,64,47,2020-01-13 09:35:37.000,5.0
M,38,63,56,2020-01-13 18:18:21.000,5.3
F,30,17,266,2020-01-14 18:32:15.000,20.9
M,38,257,469,2020-01-14 11:10:03.000,5.1
F,29,213,208,2020-01-14 16:07:36.000,8.9
F,23,326,266,2020-01-15 19:42:28.000,38.0
M,27,268,305,2020-01-15 09:34:35.000,31.8
M,23,258,84,2020-01-15 16:09:17.000,9.2
F,26,9,34,2020-01-16 19:16:57.000,11.3
F,24,86,86,2020-01-16 07:14:37.000,4.5
M,28,174,269,2020-01-16 16:56:06.000,15.1
M,49,251,15,2020-01-17 20:22:11.000,4.4
M,35,301,154,2020-01-17 07:25:35.000,7.0
M,36,87,87,2020-01-17 11:31:06.000,10.3
M,31,48,88,2020-01-18 11:49:57.000,6.7
M,25,398,389,2020-01-19 12:51:47.000,9.3
M,35,278,29,2020-01-20 19:11:47.000,28.6
M,34,3,17,2020-01-20 15:31:31.000,6.8
M,75,189,186,2020-01-21 10:39:56.000,3.2
F,24,329,304,2020-01-21 09:07:40.000,8.8
M,26,454,190,2020-01-21 17:57:22.000,33.4
M,40,131,15,2020-01-22 16:20:07.000,17.0
M,27,186,200,2020-01-22 09:02:29.000,14.0
M,32,182,141,2020-01-22 14:30:13.000,12.4
M,31,46,273,2020-01-23 16:53:39.000,22.4
M,29,167,309,2020-01-23 08:38:38.000,8.6
F,35,281,164,2020-01-23 10:53:25.000,9.8
M,30,467,247,2020-01-24 15:50:54.000,10.3
M,39,113,119,2020-01-24 08:57:18.000,1.8
M,58,219,237,2020-01-24 12:25:14.000,13.2
M,42,295,280,2020-01-25 09:40:16.000,5.2
M,36,27,43,2020-01-26 11:04:33.000,9.9
M,31,96,276,2020-01-27 17:37:20.000,43.3
F,40,317,384,2020-01-27 08:42:35.000,13.0
M,26,146,46,2020-01-27 11:14:57.000,7.3
M,18,398,427,2020-01-28 16:15:43.000,6.8
M,48,215,229,2020-01-28 09:21:42.000,4.0
M,32,460,216,2020-01-28 10:51:50.000,5.8
M,37,299,278,2020-01-29 16:12:55.000,3.8
F,28,164,37,2020-01-29 09:26:01.000,13.4
M,39,211,475,2020-01-29 09:55:18.000,9.5
M,37,88,266,2020-01-30 21:26:28.000,54.8
F,35,271,137,2020-01-30 09:10:23.000,13.9
M,52,77,73,2020-01-30 12:01:41.000,2.6
F,45,82,109,2020-01-31 10:01:33.000,7.7
M,35,21,64,2020-01-31 21:16:19.000,7.1
F,19,119,110,2020-02-01 07:05:41.000,8.8
M,35,69,62,2020-02-01 09:13:41.000,5.2
M,39,392,384,2020-02-02 18:03:14.000,5.9
F,29,20,134,2020-02-03 20:52:31.000,12.7
M,39,385,390,2020-02-03 16:48:11.000,4.5
M,27,217,351,2020-02-03 19:56:07.000,27.1
M,38,64,69,2020-02-05 14:33:32.000,4.8
M,29,60,36,2020-02-06 13:35:22.000,10.6
F,43,53,178,2020-02-08 13:08:09.000,8.0
F,51,139,449,2020-02-09 19:00:23.000,234.4
M,32,97,97,2020-02-10 17:34:05.000,3.6
M,39,320,375,2020-02-11 15:26:47.000,8.3
F,27,84,58,2020-02-13 09:22:08.000,7.7
M,30,351,350,2020-02-13 13:51:31.000,7.5
M,52,223,29,2020-02-13 14:26:44.000,26.6
M,29,108,155,2020-02-14 18:39:11.000,16.2
M,31,181,63,2020-02-14 06:44:06.000,5.4
M,26,30,205,2020-02-15 13:51:19.000,17.2
M,38,27,189,2020-02-15 15:28:37.000,19.3
M,57,16,47,2020-02-16 16:11:54.000,92.4
M,43,447,29,2020-02-17 11:18:01.000,16.6
M,41,41,106,2020-02-17 07:53:20.000,12.9
F,22,447,66,2020-02-17 08:51:03.000,4.8
F,29,23,29,2020-02-18 16:40:43.000,15.2
M,32,367,289,2020-02-18 09:05:22.000,9.4
M,40,354,404,2020-02-18 18:44:03.000,8.9
M,17,71,83,2020-02-19 20:56:12.000,3.8
M,36,158,134,2020-02-19 11:50:13.000,11.8
F,25,419,386,2020-02-19 13:10:10.000,6.2
M,41,41,271,2020-02-20 13:49:01.000,7.9
M,33,130,144,2020-02-20 20:11:40.000,8.2
F,32,301,404,2020-02-20 18:10:27.000,27.0
M,38,217,206,2020-02-21 15:10:55.000,11.1
M,48,119,45,2020-02-21 16:54:27.000,15.0
M,64,136,126,2020-02-21 09:16:27.000,4.2
M,33,393,372,2020-02-22 15:48:31.000,3.9
M,31,340,14,2020-02-23 11:18:20.000,32.4
M,33,23,51,2020-02-24 18:27:29.000,6.0
F,26,45,79,2020-02-24 09:12:53.000,9.1
M,25,133,136,2020-02-24 16:51:30.000,4.7
M,40,166,152,2020-02-25 12:27:14.000,11.6
M,40,25,92,2020-02-25 15:41:01.000,20.1
M,40,309,348,2020-02-25 22:57:50.000,5.0
M,38,6,120,2020-02-25 07:58:11.000,6.2
M,26,48,16,2020-02-26 08:24:59.000,14.8
F,30,78,164,2020-02-26 12:34:00.000,9.0
M,28,318,297,2020-02-26 10:39:53.000,8.4
M,37,56,267,2020-02-27 17:01:29.000,22.0
F,57,295,279,2020-02-27 09:54:31.000,8.6
M,62,18,29,2020-02-27 10:31:16.000,11.3
M,22,272,28,2020-02-28 07:58:57.000,19.2
M,30,108,260,2020-02-28 18:51:11.000,25.1
M,33,165,271,2020-02-28 16:41:52.000,20.3
F,21,52,258,2020-02-29 16:22:27.000,28.4
M,28,27,38,2020-03-01 10:03:51.000,7.9
M,30,345,389,2020-03-01 14:07:57.000,7.4
M,38,264,268,2020-03-02 19:09:00.000,5.8
M,33,64,58,2020-03-03 09:33:01.000,4.3
F,36,449,449,2020-03-03 19:43:15.000,3.4
M,62,305,333,2020-03-03 18:15:19.000,7.2
M,24,40,232,2020-03-05 12:49:19.000,16.4
F,35,345,345,2020-03-07 16:31:20.000,3.3
M,32,60,331,2020-03-08 14:50:25.000,19.4
M,28,416,306,2020-03-09 20:01:48.000,26.9
F,32,63,52,2020-03-10 15:39:43.000,34.9
F,32,62,49,2020-03-11 17:09:30.000,3.6
M,43,325,305,2020-03-13 07:53:19.000,7.5
M,42,396,412,2020-03-13 19:45:48.000,7.1
M,52,73,58,2020-03-13 14:06:25.000,6.5
M,34,253,286,2020-03-14 17:30:04.000,44.8
M,36,141,120,2020-03-15 20:33:13.000,6.2
M,26,144,137,2020-03-16 15:34:20.000,15.0
M,33,419,285,2020-03-17 19:01:31.000,14.9
M,27,163,181,2020-03-17 13:38:12.000,11.7
F,22,447,66,2020-03-18 08:51:53.000,6.0
M,35,468,32,2020-03-18 17:57:02.000,11.1
M,37,2,161,2020-03-19 18:37:55.000,16.6
M,69,138,136,2020-03-20 17:37:34.000,4.8
F,26,444,390,2020-03-20 11:08:03.000,13.4
M,24,28,226,2020-03-21 11:37:07.000,8.8
M,35,37,161,2020-03-23 17:44:57.000,10.9
M,33,217,103,2020-03-24 18:23:44.000,27.7
M,30,37,125,2020-03-24 12:48:48.000,27.6
F,57,366,416,2020-03-25 10:56:43.000,6.3
F,28,125,125,2020-03-26 11:02:15.000,17.3
M,29,223,351,2020-03-27 12:25:09.000,19.5
M,28,321,321,2020-03-29 17:26:11.000,18.4
M,29,121,147,2020-03-31 12:19:25.000,10.7
F,32,390,353,2020-04-01 21:10:58.000,7.3
F,24,28,7,2020-04-02 23:04:29.000,3.2
F,30,195,261,2020-04-02 19:33:52.000,547.3
M,34,59,38,2020-04-02 15:59:18.000,171.8
M,41,4,254,2020-04-03 16:49:44.000,9.7
M,23,238,206,2020-04-03 07:22:20.000,8.4
F,33,131,74,2020-04-03 19:17:28.000,16.6
M,40,96,266,2020-04-04 19:26:55.000,24.0
F,28,76,14,2020-04-06 13:56:32.000,35.0
M,56,96,125,2020-04-08 17:15:11.000,14.4
M,36,12,97,2020-04-09 12:01:36.000,16.7
M,47,434,434,2020-04-10 10:05:16.000,29.9
F,47,146,145,2020-04-11 10:29:50.000,6.5
F,39,115,17,2020-04-14 15:13:28.000,8.0
M,29,474,271,2020-04-15 12:04:35.000,24.0
F,27,150,152,2020-04-17 17:04:02.000,3.3
M,57,288,352,2020-04-20 21:05:33.000,9.5
F,28,206,52,2020-04-22 17:19:19.000,37.9
F,39,144,128,2020-04-24 19:13:34.000,7.8
M,43,1,18,2020-04-26 14:19:49.000,4.2
F,43,59,70,2020-04-28 07:55:57.000,43.5
M,32,105,41,2020-04-30 13:09:34.000,25.6
F,43,43,43,2020-05-01 13:37:51.000,3.7
M,22,177,277,2020-05-02 22:16:15.000,18.6
M,30,237,217,2020-05-02 21:10:39.000,6.8
M,40,359,54,2020-05-02 09:11:55.000,19.2
M,39,461,111,2020-05-03 20:20:04.000,27.1
M,42,59,83,2020-05-03 07:32:24.000,7.1
M,56,202,80,2020-05-03 11:08:19.000,41.9
M,37,352,286,2020-05-05 13:00:24.000,11.1
M,48,422,431,2020-05-07 12:58:43.000,15.7
F,30,242,273,2020-05-08 19:02:43.000,41.5
F,37,189,185,2020-05-10 09:47:27.000,5.0
F,26,154,124,2020-05-11 13:17:42.000,13.1
M,47,14,14,2020-05-13 14:44:02.000,3.6
M,33,46,141,2020-05-14 10:14:44.000,5.4
F,32,232,455,2020-05-16 22:08:47.000,36.9
M,29,358,23,2020-05-19 19:30:08.000,34.0
M,22,72,266,2020-05-21 18:52:14.000,26.7
M,29,336,305,2020-05-22 22:41:58.000,70.1
M,37,162,212,2020-05-25 10:38:11.000,22.8
M,49,177,36,2020-05-26 12:23:15.000,23.5
M,35,174,1,2020-05-28 08:19:24.000,6.1
M,27,317,293,2020-05-30 15:57:16.000,3.0
M,28,35,1,2020-06-01 08:06:23.000,6.7
M,42,217,4,2020-06-01 16:21:47.000,8.0
M,23,217,242,2020-06-02 14:31:55.000,14.9
M,47,124,87,2020-06-02 14:37:29.000,16.6
M,31,174,18,2020-06-02 08:03:40.000,10.1
F,29,215,208,2020-06-03 16:39:27.000,7.0
F,32,10,32,2020-06-03 09:10:35.000,10.0
M,36,209,230,2020-06-03 13:49:01.000,7.5
M,25,384,349,2020-06-04 09:58:19.000,6.9
M,31,313,326,2020-06-06 15:09:20.000,4.1
M,27,53,385,2020-06-08 17:13:09.000,25.1
M,35,182,182,2020-06-09 15:25:27.000,10.7
F,30,114,54,2020-06-10 08:58:53.000,16.9
F,33,81,39,2020-06-11 10:01:05.000,12.8
M,49,126,252,2020-06-13 20:55:08.000,47.8
M,47,281,265,2020-06-15 20:38:23.000,36.0
F,45,164,276,2020-06-16 15:41:36.000,27.0
F,30,145,149,2020-06-18 06:45:38.000,3.2
M,31,54,4,2020-06-19 15:28:44.000,7.9
F,31,129,274,2020-06-22 19:49:15.000,11.1
M,68,248,18,2020-06-23 11:52:38.000,19.1
M,51,57,29,2020-06-25 11:45:39.000,22.9
F,31,134,303,2020-06-27 08:03:37.000,12.3
F,63,187,67,2020-06-28 15:34:57.000,16.6
M,29,41,14,2020-06-30 09:19:21.000,14.7
M,38,270,112,2020-07-01 15:42:38.000,6.8
M,40,223,53,2020-07-01 19:42:00.000,14.2
F,31,59,83,2020-07-02 12:54:57.000,7.5
M,28,478,86,2020-07-02 07:48:33.000,8.2
M,45,50,169,2020-07-02 20:12:14.000,10.5
